ID	P1Q1	P1Q2	P1Q3	P1Q4	P1Q5	P1Q6	P1Q7	P1Q8	P1Q9	P2Q1	P2Q2	P2Q3	P2Q4	P2Q5	P2Q6	P2Q7	P2Q8	P2Q9	P2Q10	P3Q1	P3Q2	P3Q3	P3Q4	P3Q5	P3Q6	P3Q7	P3Q8	P3Q9	P3Q10	P4Q1	P4Q2	P4Q3	P4Q4	P4Q5	P4Q6	P4Q7	P4Q8	P4Q9	P4Q10
176	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
"	B	D	"B, C, D"	"A, B, C, E, F"	0		2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	2	"MAD
MID
MIDTERM
MIND
MINT"	E	4	4	9	4	4	B	B	"C, D, E"
177	"5
3"	D	"A, B, C"	break 56	"h
l
o
"	B	E	D	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	E	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	4	B	C	"C, E"
178	"2
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	E	"B, C, D"	"B, C, D, E, F"	540	98	2	"A, C, D"	"B, D"	"A, B, C, E, F, G, L"	B	A	2	A	"A, C, D"	0	"15, 18, 5, 12, 26, 13"	2	1	E	"28, 21, 26, 24, 54, 34"	"21, 30, 54, 26, 34, 28"	"A, B, C, D"	4		"C, D"	5	4	4	4	4	B	B	
179	"5
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
o
"	B	E	"B, C, D"	"B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	3	A	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	1	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	F	7	"MAD
MID
MIDTERM
MIND
MINT
"	B	4	4	9	4	5	B	C	"A, D"
180	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o
"	"B, C"	E	"B, D"	"A, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4		4	24			
181	"5
3
"	"D, E"	"A, B, C"	break 56	"h
l
o"	"B, C"	E	"B, C, D"	"B, D, F"	44	6	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	4	"A, B, C, D"	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"34, 26, 54, 24, 28, 21"	"34, 30, 54, 26, 21, 28"	"A, B, C, D, E"	4	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	4	B	C	"A, C, E"
182	"5
3"	E	"A, C"	b myprogram.cpp:56	"h
l
o"	"B, D"	E	"B, C, D"	"A, B, F"	44	51	2	"A, C, D"	C	"E, C, G, B, F, L, A"	C	B	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	1	1	"A, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	4	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	9	3	5	B	C	"A, B, C"
183	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	E	E	"B, C, D"		44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	3	A	"A, C, D"	3	"13, 12, 15, 5, 26, 18"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"			1	"MAD
MID
MIDTERM
MIND
MINT
"	"B, D"	4	4	9	6	6	B	C	"C, E"
184	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	C	E	"A, B, C, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 24, 34, 21, 28, 54"	"30, 26, 34, 21, 28, 54"	"A, B, C, D"	9	"mad
mid
midterm
mind
mint"	B	4	4	10	4	5	B	C	"C, E"
185	"5
3"	"D, E"	"A, B, C"	b myprogram.cpp:56	"h
l
o"	B	E	"B, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	22	3	4	B	B	"C, E"
186	"5
3"	D	"A, B, C"	b 56	"h
l
o
"	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	C	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	8	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	24	4	2	B	C	"C, E"
187	"5
3"	D	"A, B, C"	b 56	hlo	B	D	"A, C, D"	"A, B, C, F"	1	97	3	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	D	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	D	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"		4	"MAD
MID
MIDTERM
MIND
MINT
"	B	4	4	12	4	24	B	C	"C, D, E"
188	"5
3"	D	A	b 56	"h
l
o"	"B, C"	E	"A, C, D"	"A, B, C, F"	44	49	2	"A, C, D"	"B, D"	"E, C, F, B, G, A, L"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 24, 34, 21, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	3	B	C	"C, E"
189	"5
3"	"A, B, D, E"	A	break 56	"h
l
o"	B	E	"B, C, D"	"A, B, F"	44	50	2	"C, D"	B	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"26, 21, 34, 28, 54, 30"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	6	B	C	"A, B, C, E"
190	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	hlo	"B, C"	E	"B, C, D"	"A, B, C, F"	44	49	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	2	"12, 5, 13, 15, 18, 26"	2	1	"A, C"	"24, 21, 34, 26, 54, 28"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	5	"MAD
MID
MIDTERM
MINT
MIND"	B	4	4	9	3	8	B	E	"A, C, E"
191	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o"	"B, C"	E	"C, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	C	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	8	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	3	B	C	"C, E"
192	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	E	"B, C, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	5	5	B	C	E
193	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	"B, D"	E	"A, B, D"		44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	4	B	C	"C, E"
194	"5
3"	"B, D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	E	D	"C, D, E, F"	44	50	2	"A, C, D"	"B, C, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 28, 34, 21, 24, 54"	"26, 28, 34, 21, 30, 54"	F	7	"Mad
Mid
Midterm
Mind
Mint"	B	3	4	9	4		B	C	"C, E"
195	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o"	"B, C"	E	"B, C, D"	"B, C, D, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	4	B	B	"C, E"
196	"5
5"	E	"A, B, C"	break 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	51	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	C	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	7	3	4	B	C	
197	"5
3
"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o
"	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT
"	"B, D"	4	4	10	3	4	B	C	"C, E"
198	"5
3"	"D, E"	A	b 56	"h
l
o"	B	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, A, B, C, F, G, L"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MID
MIDTERM
MIND
MINT"	"B, C, D"	3	4	5	4	3	B	C	"C, E"
199	"5
3"	E	"A, B, C"	b myprogram.cpp:56	"h
l
o"	B	E	"A, B, C, D"	"A, B, C, E, F"	44	48	2	"A, C, D"	"B, D, E"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 15, 5, 18, 26"	2	1	"A, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	5	B	E	"C, E"
200	"5
3
"	"D, E"	"A, B, C"	b 56	"h
l
o"	E	E	"B, C, D"	"B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"30, 26, 34, 21, 28, 54"	"A, B, C, D"	8	"mad
mid
midterm
mind
mint
"	B	4	4	9	4	4	B	C	"A, D"
201	"5
3"	"D, E"	"A, B, C"	break 56	hlo	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"A, B, L, F, C, G, E"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"24, 28, 54, 21, 34, 26"	"21, 30, 54, 26, 34, 28"	"A, B, C, D"	7		"B, D"	5	4				F	D	
202	"5
3"	D	D	break 56;	hlo	B	D	"B, C, D"	"A, B, C, E, F"	44	50	2	"C, D"	"B, D"	"E, C, G, B, F, L, A"	C	C	2	D	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"C, E"	7	"MAD
MID
MIDTERM
MINT
MIND
"	B	4	4	10	4	4	B	B	"C, E"
203	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o
"	E	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	6	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	4	B	C	"C, E"
204	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o"	B	E	"B, C, D"	"A, B, C, F"	1	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	25	4	4	B	G	"C, E"
205	"5
3
"	D	"A, B, C"	b 56	"h
l
o
"	"A, B"	E	"B, C, D"	"A, B, F"	44	49	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	B	3	C	"B, C, D"	2		1	2	"A, D"	"34, 26, 28, 54, 21, 24"		"D, E"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	4	B	C	"C, E"
206	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	"B, D"	E	"A, B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	15	"MAD
MID
MIDTERM
MINT
MIND"	B	4	4	9	4	4			
207	"5
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	C	2	A	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	1	1	"C, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"C, D"	7	"MAD
MID
MIDTERM
MIND
MINT
"	"B, C, D"	4	5	4	6	8	C	C	F
208	"8
3"	"D, E"	"A, B"	b 56	"h
l
o"	B	E	"B, C, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 24, 34, 21, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	8	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	5	B	D	"A, C, E"
209	"5
3
"	"D, E"	"A, B, C"	break 56	"h
l
o
"	"B, D"	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	15	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	8	4	3	B	C	"C, E"
210	"5
3
"	"D, E"	"A, B, C"	break 56	"h
l
o
"	B	E	"B, C, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 24, 34, 21, 28, 54"		"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	5	B	C	"A, C, E"
211	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, B, C, D"	D	"E, C, L, B, F, A, G"	C	A	2	"A, B, C, D"	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, B, C, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"B, C, D"	5	"Mad
Mid
Midterm
Mind
Mint
"	"A, B"	4	4	6	8	8			
212	"5
3"	E	"A, B, C"	b 56	"h
l
o"	"A, B, C"	E	"B, C"	"B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	0	B	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT
"	"B, D"	4	4	11	3	3	C	C	"C, E"
213	"5
3"	D		break myprogram.cpp:56	"h
l
o"		E	"A, D"	"A, B, C, E, F"		50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	9	3	6	B	C	C
214	"5
3"	E	"A, B, C"	b 56	hlo	"A, B"	E	"A, B"	"A, B, C, F"	44	99	2	"C, D"	"B, D, E"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7		B	4	4	9	4	4	C	A	"A, C, D"
215	"5
3"	D	"A, B, C"	b 56	"h
l
o
"		E	"B, C, D"	"D, E"	44	197	2	"A, C, D"	"D, E"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, B, C"	"26, 21, 34, 24, 28, 54"	"26, 21, 34, 28, 54, 30"	"A, C, D, E"	4	"mad
mid
midterm
mint
mind"	B	4	4	24	4	6	B	C	"C, E"
216	"5
3"	D	"A, B, C"	break 56	"h
l
o"	"A, C"	E	C	"A, B, C, F"	44	49	2	"A, C, D"	"B, D, E"	"E, C, G, B, F, L, A"	C	A	3	A	"C, D"	3	"13, 12, 18, 5, 15, 26"	2	2	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	6	"mad
mid
midterm
mind
mint"	"A, B, D"	4	4	9	5	5	B	C	"B, C, E"
217	"5
5"				hlo	E		"B, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D, E"	"E, C, L, B, F, A, G"	C	B	2	B	"A, C, D"	3	"13, 12, 15, 5, 18, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	9	4	4	B	C	"C, E"
218	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	1	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"mad
mid
midterm
mind
mint"	"B, C, D"	4	4	10	5	4	B	C	"A, C, E"
219	"5
5"	D	"A, B, C"	gdb break 56	"h 
l
o"	"B, C"	D	"B, C, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	3	A	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, D"	"24, 26, 34, 21, 28, 54"	"28, 26, 34, 21, 30, 54"	"C, D"	8	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	9	3	3	B	C	"C, D, E"
220	"5
3"	"D, E"	"A, B, C"	b myprogram.cpp:56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	B	2	B	"A, C"	3	"13, 12, 18, 5, 15, 26"	1	2	A	"34, 24, 54, 21, 28, 26"	"28, 26, 34, 21, 30, 54"	"C, D"	4	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	24	4	4	C	G	"C, D, E"
221	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	"B, C"	E	"A, B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	C	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	4	4	4	B	C	"B, C, E"
222	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	B	E	"B, C, D"	"A, B, C, E, F"	44	51	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	4	"13, 12, 18, 5, 15, 26"	2	1	"A, D"	"26, 24, 34, 21, 28, 54"	"34, 28, 54, 26, 30, 21"	"A, C, D"	4	"MAD 
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	4	B	C	"C, E"
223	"5
3"	D	"A, B, C"	break 56	"h
l
o"	"B, C, D"	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT
"	"A, B, D"	4	3				B	C	
224	"5
3"	"A, B"	"A, B, C"	b 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, F"	44	51	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	4	B	"A, C, D"	3	"13, 12, 15, 5, 18, 26"	2	1	"A, C"	"34, 26, 54, 24, 28, 21"	"34, 26, 54, 21, 28, 30"	"B, C, D"	8	"MAD
MID
MIDTERM
MIND
MINT"	B	4	3				F	E	"B, C, D, E"
225	"5
3"	"D, E"		break myprogram.cpp:56	"h
l
o"	"A, D"	E	"B, C"	"A, E"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C, D"	"54, 21, 24, 26, 28, 34"	"21, 34, 26, 28, 30, 54"	B	8	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	4	B	C	"C, E"
226	"5
3"	C	"A, C"	break 56	"h
l
o"	"B, D"	E	"B, C, D"	"A, B, E, F"	44	44	2	"A, C, D"	"B, D, E"	"E, C, L, B, F, G, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	E	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"mad
mid
midterm
mind
mint"	"B, D"	4	4	9	3	3		B	"C, D, E"
227	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	"B, D"	E	"B, C, D"	"B, C, D, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C"	2	"13, 12, 18, 5, 15, 26"	2	2	C	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"		"MAD
MID
MIDTERM
MIND
MINT
"	"B, C, D"	4	4	6	5	5			
228	"5
5"	E	"A, B, C"	b 56	"h
l
o"	B	D	"A, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	3	"A, B"	"A, C"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	7	"AD
MAD
MID
MIDTERM
MIND
MINT"	"A, B, D"	4	4	9	9	7	B	C	"C, E"
229	"5
3"	"A, C, D"	"A, B, C"	b myprogram.cpp:56	"h
l
o"	B	E	"A, D"	"A, B, C, F"			2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	D	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	4	"A, D"			"C, D, E"	11	"MAD
MID
MIDTERM
MIND
MINT

"	B	4	3	5	4	3	B	C	"C, E"
230	"5
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	E	"B, C, D"	"A, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	9	4	5	B	C	"C, E"
231	"5
3"	D	"A, C"	b 56	"h
l
o
"	"B, C"	E	D	"A, B, C, E, F"		50	2	"A, C, D"	"B, E"	"A, B, C, E, F, G, L"	C	C	2	B	"C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"B, D"	"26, 21, 34, 24, 28, 54"	"34, 26, 54, 21, 28, 30"	"A, B, C, D"	4	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	8	4	7	B	C	"A, C, E"
232	"5
3"	"A, B, C, D"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"B, C, D"	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D, E"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	8	"MAD
MID
MIDTERM
MIND
MINT
"	B	4	4	9	4	3	B	C	"C, E"
233	"2
5"	E	"A, B, C"	b 56	"h
l
o"	"B, C"	D	"B, D"	"A, B, D, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"		"A, B, C"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	25	4	6	B	C	"C, E"
234	"5
3"	E	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, D, F"	44	99	2	"A, B, C, D"	"B, D"	"E, C, F, B, L, A, G"	C	A	2	B	"A, C"	3	"13, 12, 18, 5, 15, 26"	3	1	"A, D"	"34, 26, 54, 21, 28, 24"	"34, 26, 54, 21, 28, 30"	F	8	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	1	2	24	6	9	F	F	"B, D, E"
